table_name,column_name,data_type,is_nullable,column_default
internal_owner_contacts,id,integer,NO,nextval('internal_owner_contacts_id_seq'::regclass)
internal_owner_contacts,created_at,timestamp with time zone,YES,now()
internal_owner_contacts,updated_at,timestamp with time zone,YES,
internal_owner_contacts,is_deleted,boolean,YES,
internal_owner_contacts,deleted_at,timestamp with time zone,YES,
issuance_actions,issuance_request_id,integer,NO,
issuance_actions,step_approver_id,integer,NO,
issuance_actions,status,character varying,YES,
issuance_actions,acted_by_user_id,integer,YES,
issuance_actions,timestamp,timestamp with time zone,YES,
issuance_actions,comments,text,YES,
issuance_actions,id,integer,NO,nextval('issuance_actions_id_seq'::regclass)
issuance_actions,created_at,timestamp with time zone,YES,now()
issuance_actions,updated_at,timestamp with time zone,YES,
issuance_actions,is_deleted,boolean,YES,
issuance_actions,deleted_at,timestamp with time zone,YES,
issuance_approval_matrices,customer_id,integer,NO,
issuance_approval_matrices,action_type,character varying,NO,
issuance_approval_matrices,name,character varying,NO,
issuance_approval_matrices,id,integer,NO,nextval('issuance_approval_matrices_id_seq'::regclass)
issuance_approval_matrices,created_at,timestamp with time zone,YES,now()
issuance_approval_matrices,updated_at,timestamp with time zone,YES,
issuance_approval_matrices,is_deleted,boolean,YES,
issuance_approval_matrices,deleted_at,timestamp with time zone,YES,
issuance_approval_steps,matrix_id,integer,NO,
issuance_approval_steps,step_number,integer,NO,
issuance_approval_steps,approver_type,character varying,NO,
issuance_approval_steps,id,integer,NO,nextval('issuance_approval_steps_id_seq'::regclass)
issuance_approval_steps,created_at,timestamp with time zone,YES,now()
issuance_approval_steps,updated_at,timestamp with time zone,YES,
issuance_approval_steps,is_deleted,boolean,YES,
issuance_approval_steps,deleted_at,timestamp with time zone,YES,
issuance_facilities,bank_id,integer,NO,
issuance_facilities,customer_id,integer,NO,
issuance_facilities,reference_number,character varying,YES,
issuance_facilities,currency_id,integer,NO,
issuance_facilities,total_limit_amount,numeric,NO,
issuance_facilities,start_date,date,YES,
issuance_facilities,expiry_date,date,YES,
issuance_facilities,review_date,date,YES,
issuance_facilities,is_active,boolean,YES,
issuance_facilities,contract_document_path,character varying,YES,
issuance_facilities,id,integer,NO,nextval('issuance_facilities_id_seq'::regclass)
issuance_facilities,created_at,timestamp with time zone,YES,now()
issuance_facilities,updated_at,timestamp with time zone,YES,
issuance_facilities,is_deleted,boolean,YES,
issuance_facilities,deleted_at,timestamp with time zone,YES,
issuance_facility_sub_limits,facility_id,integer,NO,
issuance_facility_sub_limits,lg_type_id,integer,YES,
issuance_facility_sub_limits,limit_name,character varying,NO,
issuance_facility_sub_limits,limit_amount,numeric,NO,
issuance_facility_sub_limits,default_commission_rate,double precision,YES,
issuance_facility_sub_limits,default_cash_margin_pct,double precision,YES,
issuance_facility_sub_limits,default_min_commission,numeric,YES,
issuance_facility_sub_limits,id,integer,NO,nextval('issuance_facility_sub_limits_id_seq'::regclass)
issuance_facility_sub_limits,created_at,timestamp with time zone,YES,now()
issuance_facility_sub_limits,updated_at,timestamp with time zone,YES,
issuance_facility_sub_limits,is_deleted,boolean,YES,
issuance_facility_sub_limits,deleted_at,timestamp with time zone,YES,
issuance_requests,customer_id,integer,NO,
issuance_requests,requestor_user_id,integer,YES,
issuance_requests,requestor_name,character varying,YES,
issuance_requests,transaction_type,character varying,NO,
issuance_requests,lg_record_id,integer,YES,
issuance_requests,status,character varying,YES,
issuance_requests,amount,numeric,NO,
issuance_requests,currency_id,integer,NO,
issuance_requests,beneficiary_name,character varying,YES,
issuance_requests,requested_issue_date,date,YES,
issuance_requests,requested_expiry_date,date,YES,
issuance_requests,business_details,jsonb,YES,
issuance_requests,id,integer,NO,nextval('issuance_requests_id_seq'::regclass)
issuance_requests,created_at,timestamp with time zone,YES,now()
issuance_requests,updated_at,timestamp with time zone,YES,
issuance_requests,is_deleted,boolean,YES,
issuance_requests,deleted_at,timestamp with time zone,YES,
issuance_step_approvers,step_id,integer,NO,
issuance_step_approvers,user_id,integer,YES,
issuance_step_approvers,role,USER-DEFINED,YES,
issuance_step_approvers,id,integer,NO,nextval('issuance_step_approvers_id_seq'::regclass)
issuance_step_approvers,created_at,timestamp with time zone,YES,now()
issuance_step_approvers,updated_at,timestamp with time zone,YES,
issuance_step_approvers,is_deleted,boolean,YES,
issuance_step_approvers,deleted_at,timestamp with time zone,YES,
issuance_step_conditions,step_id,integer,NO,
issuance_step_conditions,field_name,character varying,NO,
issuance_step_conditions,operator,character varying,NO,
issuance_step_conditions,value,character varying,NO,
issuance_step_conditions,id,integer,NO,nextval('issuance_step_conditions_id_seq'::regclass)
issuance_step_conditions,created_at,timestamp with time zone,YES,now()
issuance_step_conditions,updated_at,timestamp with time zone,YES,
issuance_step_conditions,is_deleted,boolean,YES,
issuance_step_conditions,deleted_at,timestamp with time zone,YES,
issuance_workflow_policies,customer_id,integer,NO,
issuance_workflow_policies,min_amount,numeric,YES,
issuance_workflow_policies,max_amount,numeric,YES,
issuance_workflow_policies,step_sequence,integer,YES,
issuance_workflow_policies,approver_role_name,character varying,YES,
issuance_workflow_policies,specific_approver_user_id,integer,YES,
issuance_workflow_policies,id,integer,NO,nextval('issuance_workflow_policies_id_seq'::regclass)
issuance_workflow_policies,created_at,timestamp with time zone,YES,now()
issuance_workflow_policies,updated_at,timestamp with time zone,YES,
issuance_workflow_policies,is_deleted,boolean,YES,
issuance_workflow_policies,deleted_at,timestamp with time zone,YES,
issued_lg_records,lg_ref_number,character varying,NO,
issued_lg_records,customer_id,integer,NO,
issued_lg_records,facility_sub_limit_id,integer,YES,
issued_lg_records,beneficiary_name,character varying,NO,
issued_lg_records,current_amount,numeric,NO,
issued_lg_records,currency_id,integer,NO,
issued_lg_records,issue_date,date,NO,
issued_lg_records,expiry_date,date,YES,
issued_lg_records,status,character varying,YES,
issued_lg_records,id,integer,NO,nextval('issued_lg_records_id_seq'::regclass)
issued_lg_records,created_at,timestamp with time zone,YES,now()
issued_lg_records,updated_at,timestamp with time zone,YES,
issued_lg_records,is_deleted,boolean,YES,
issued_lg_records,deleted_at,timestamp with time zone,YES,
issuing_methods,name,character varying,NO,
issuing_methods,description,character varying,YES,
issuing_methods,id,integer,NO,nextval('issuing_methods_id_seq'::regclass)
issuing_methods,created_at,timestamp with time zone,YES,now()
issuing_methods,updated_at,timestamp with time zone,YES,
issuing_methods,is_deleted,boolean,YES,
issuing_methods,deleted_at,timestamp with time zone,YES,
legal_artifacts,artifact_type,character varying,NO,
legal_artifacts,version,double precision,NO,
legal_artifacts,content,text,NO,
legal_artifacts,url,character varying,YES,
legal_artifacts,id,integer,NO,nextval('legal_artifacts_id_seq'::regclass)
legal_artifacts,created_at,timestamp with time zone,YES,now()
legal_artifacts,updated_at,timestamp with time zone,YES,
legal_artifacts,is_deleted,boolean,YES,
legal_artifacts,deleted_at,timestamp with time zone,YES,
lg_applicant_records,customer_id,integer,NO,
lg_applicant_records,applicant_entity_id,integer,NO,
lg_applicant_records,issuing_bank_id,integer,NO,
lg_applicant_records,facility_id,integer,YES,
lg_applicant_records,beneficiary_name,character varying,NO,
lg_applicant_records,beneficiary_address,text,YES,
lg_applicant_records,lg_number,character varying,NO,
lg_applicant_records,lg_amount,numeric,NO,
lg_applicant_records,lg_currency_id,integer,NO,
lg_applicant_records,issuance_date,date,NO,
lg_applicant_records,expiry_date,date,NO,
lg_applicant_records,purpose,text,YES,
lg_applicant_records,id,integer,NO,nextval('lg_applicant_records_id_seq'::regclass)
lg_applicant_records,created_at,timestamp with time zone,YES,now()
lg_applicant_records,updated_at,timestamp with time zone,YES,
lg_applicant_records,is_deleted,boolean,YES,
lg_applicant_records,deleted_at,timestamp with time zone,YES,
lg_categories,name,character varying,NO,
lg_categories,code,character varying,YES,
lg_categories,extra_field_name,character varying,YES,
lg_categories,is_mandatory,boolean,NO,
lg_categories,communication_list,json,YES,
lg_categories,customer_id,integer,YES,
lg_categories,is_default,boolean,NO,
lg_categories,has_all_entity_access,boolean,NO,
lg_categories,id,integer,NO,nextval('lg_categories_id_seq'::regclass)
lg_categories,created_at,timestamp with time zone,YES,now()
lg_categories,updated_at,timestamp with time zone,YES,
lg_categories,is_deleted,boolean,YES,
lg_categories,deleted_at,timestamp with time zone,YES,
lg_category_customer_entity_association,lg_category_id,integer,NO,
lg_category_customer_entity_association,customer_entity_id,integer,NO,
lg_change_log,lg_id,integer,NO,
lg_change_log,staging_id,integer,YES,
lg_change_log,change_index,integer,NO,
lg_change_log,applied_at,timestamp with time zone,NO,now()
lg_change_log,diff_json,jsonb,NO,
lg_change_log,note,text,YES,
lg_change_log,id,integer,NO,nextval('lg_change_log_id_seq'::regclass)
lg_change_log,created_at,timestamp with time zone,YES,now()
lg_change_log,updated_at,timestamp with time zone,YES,
lg_change_log,is_deleted,boolean,YES,
lg_change_log,deleted_at,timestamp with time zone,YES,
lg_documents,lg_record_id,integer,NO,
lg_documents,lg_instruction_id,integer,YES,
lg_documents,document_type,character varying,NO,
lg_documents,file_name,character varying,NO,
lg_documents,file_path,character varying,NO,
lg_documents,mime_type,character varying,YES,
lg_documents,uploaded_by_user_id,integer,NO,
lg_documents,id,integer,NO,nextval('lg_documents_id_seq'::regclass)
lg_documents,created_at,timestamp with time zone,YES,now()
lg_documents,updated_at,timestamp with time zone,YES,
lg_documents,is_deleted,boolean,YES,
lg_documents,deleted_at,timestamp with time zone,YES,
lg_documents,status,character varying,NO,'PENDING'::character varying
lg_instructions,lg_record_id,integer,NO,
lg_instructions,instruction_type,character varying,NO,
lg_instructions,serial_number,character varying,NO,
lg_instructions,global_seq_per_lg,integer,NO,
lg_instructions,type_seq_per_lg,integer,NO,
lg_instructions,template_id,integer,NO,
lg_instructions,status,character varying,NO,
lg_instructions,instruction_date,timestamp with time zone,YES,now()
lg_instructions,delivery_date,timestamp with time zone,YES,
lg_instructions,bank_reply_date,timestamp with time zone,YES,
lg_instructions,details,json,YES,
lg_instructions,generated_content_path,character varying,YES,
lg_instructions,sent_to_bank,boolean,NO,
lg_instructions,is_printed,boolean,NO,
lg_instructions,maker_user_id,integer,NO,
lg_instructions,checker_user_id,integer,YES,
lg_instructions,approval_request_id,integer,YES,
lg_instructions,bank_reply_details,text,YES,
lg_instructions,id,integer,NO,nextval('lg_instructions_id_seq'::regclass)
lg_instructions,created_at,timestamp with time zone,YES,now()
lg_instructions,updated_at,timestamp with time zone,YES,
lg_instructions,is_deleted,boolean,YES,
lg_instructions,deleted_at,timestamp with time zone,YES,
lg_issuance_requests,status,USER-DEFINED,NO,
lg_issuance_requests,customer_id,integer,NO,
lg_issuance_requests,created_by_user_id,integer,NO,
lg_issuance_requests,applicant_entity_id,integer,NO,
lg_issuance_requests,issuing_bank_id,integer,NO,
lg_issuance_requests,facility_id,integer,YES,
lg_issuance_requests,beneficiary_name,character varying,YES,
lg_issuance_requests,created_applicant_lg_id,integer,YES,
lg_issuance_requests,id,integer,NO,nextval('lg_issuance_requests_id_seq'::regclass)
lg_issuance_requests,created_at,timestamp with time zone,YES,now()
lg_issuance_requests,updated_at,timestamp with time zone,YES,
lg_issuance_requests,is_deleted,boolean,YES,
lg_issuance_requests,deleted_at,timestamp with time zone,YES,
lg_migration_staging,file_name,character varying,YES,
lg_migration_staging,record_status,USER-DEFINED,NO,
lg_migration_staging,validation_log,json,YES,
lg_migration_staging,internal_notes,text,YES,
lg_migration_staging,file_content_hash,character varying,YES,
lg_migration_staging,source_data_json,json,YES,
lg_migration_staging,structured_data_json,json,YES,
lg_migration_staging,customer_id,integer,NO,
lg_migration_staging,migration_type,USER-DEFINED,NO,
lg_migration_staging,history_sequence,integer,YES,
lg_migration_staging,history_timestamp,timestamp with time zone,YES,
lg_migration_staging,production_lg_id,integer,YES,
lg_migration_staging,id,integer,NO,nextval('lg_migration_staging_id_seq'::regclass)
lg_migration_staging,created_at,timestamp with time zone,YES,now()
lg_migration_staging,updated_at,timestamp with time zone,YES,
lg_migration_staging,is_deleted,boolean,YES,
lg_migration_staging,deleted_at,timestamp with time zone,YES,
lg_operational_statuses,name,character varying,NO,
lg_operational_statuses,description,character varying,YES,
lg_operational_statuses,id,integer,NO,nextval('lg_operational_statuses_id_seq'::regclass)
lg_operational_statuses,created_at,timestamp with time zone,YES,now()
lg_operational_statuses,updated_at,timestamp with time zone,YES,
lg_operational_statuses,is_deleted,boolean,YES,
lg_operational_statuses,deleted_at,timestamp with time zone,YES,
lg_records,customer_id,integer,NO,
lg_records,beneficiary_corporate_id,integer,NO,
lg_records,lg_sequence_number,integer,NO,
lg_records,issuer_name,character varying,NO,
lg_records,issuer_id,character varying,YES,
lg_records,lg_number,character varying,NO,
lg_records,lg_amount,numeric,NO,
lg_records,lg_currency_id,integer,NO,
lg_records,lg_payable_currency_id,integer,YES,
lg_records,issuance_date,timestamp with time zone,NO,
lg_records,expiry_date,timestamp with time zone,NO,
lg_records,lg_period_months,integer,NO,
lg_records,auto_renewal,boolean,NO,
lg_records,lg_type_id,integer,NO,
lg_records,lg_status_id,integer,NO,
lg_records,lg_operational_status_id,integer,YES,
lg_records,payment_conditions,character varying,YES,
lg_records,description_purpose,character varying,NO,
lg_records,issuing_bank_id,integer,YES,
lg_records,issuing_bank_address,character varying,NO,
lg_records,issuing_bank_phone,character varying,NO,
lg_records,issuing_bank_fax,character varying,YES,
lg_records,issuing_method_id,integer,NO,
lg_records,applicable_rule_id,integer,NO,
lg_records,applicable_rules_text,character varying,YES,
lg_records,other_conditions,character varying,YES,
lg_records,internal_owner_contact_id,integer,NO,
lg_records,lg_category_id,integer,NO,
lg_records,additional_field_values,json,YES,
lg_records,internal_contract_project_id,character varying,YES,
lg_records,notes,text,YES,
lg_records,migration_source,character varying,YES,
lg_records,migrated_from_staging_id,integer,YES,
lg_records,id,integer,NO,nextval('lg_records_id_seq'::regclass)
lg_records,created_at,timestamp with time zone,YES,now()
lg_records,updated_at,timestamp with time zone,YES,
lg_records,is_deleted,boolean,YES,
lg_records,deleted_at,timestamp with time zone,YES,
lg_records,origin_type,character varying,NO,'local'::character varying
lg_records,issuing_bank_external_id,integer,YES,
lg_records,counter_guarantee_type,USER-DEFINED,YES,
lg_records,advising_bank_id,integer,YES,
lg_records,advising_bank_external_id,integer,YES,
lg_records,foreign_bank_name,character varying,YES,
lg_records,foreign_bank_country,character varying,YES,
lg_records,foreign_bank_address,character varying,YES,
lg_records,foreign_bank_swift_code,character varying,YES,
lg_records,advising_status,character varying,YES,
lg_records,communication_bank_id,integer,YES,
lg_statuses,name,character varying,NO,
lg_statuses,description,character varying,YES,
lg_statuses,id,integer,NO,nextval('lg_statuses_id_seq'::regclass)
lg_statuses,created_at,timestamp with time zone,YES,now()
lg_statuses,updated_at,timestamp with time zone,YES,
lg_statuses,is_deleted,boolean,YES,
lg_statuses,deleted_at,timestamp with time zone,YES,
lg_types,name,character varying,NO,
lg_types,description,character varying,YES,
lg_types,id,integer,NO,nextval('lg_types_id_seq'::regclass)
lg_types,created_at,timestamp with time zone,YES,now()
lg_types,updated_at,timestamp with time zone,YES,
lg_types,is_deleted,boolean,YES,
lg_types,deleted_at,timestamp with time zone,YES,
migration_batches,started_at,timestamp with time zone,NO,now()
migration_batches,finished_at,timestamp with time zone,YES,
migration_batches,user_id,integer,NO,
migration_batches,source_files,jsonb,YES,
migration_batches,totals,jsonb,YES,
migration_batches,notes,text,YES,
migration_batches,file_hash,character varying,YES,
migration_batches,id,integer,NO,nextval('migration_batches_id_seq'::regclass)
migration_batches,created_at,timestamp with time zone,YES,now()
migration_batches,updated_at,timestamp with time zone,YES,
migration_batches,is_deleted,boolean,YES,
migration_batches,deleted_at,timestamp with time zone,YES,
password_reset_tokens,id,integer,NO,nextval('password_reset_tokens_id_seq'::regclass)
password_reset_tokens,user_id,integer,NO,
password_reset_tokens,token_hash,character varying,NO,
password_reset_tokens,expires_at,timestamp with time zone,NO,
password_reset_tokens,is_used,boolean,NO,
password_reset_tokens,created_at,timestamp with time zone,YES,now()
password_reset_tokens,updated_at,timestamp with time zone,YES,
permissions,id,integer,NO,nextval('permissions_id_seq'::regclass)
permissions,name,character varying,NO,
permissions,description,character varying,YES,
pg_stat_statements,userid,oid,YES,
pg_stat_statements,dbid,oid,YES,
pg_stat_statements,toplevel,boolean,YES,
pg_stat_statements,queryid,bigint,YES,
pg_stat_statements,query,text,YES,
pg_stat_statements,plans,bigint,YES,
pg_stat_statements,total_plan_time,double precision,YES,
pg_stat_statements,min_plan_time,double precision,YES,
pg_stat_statements,max_plan_time,double precision,YES,
pg_stat_statements,mean_plan_time,double precision,YES,
pg_stat_statements,stddev_plan_time,double precision,YES,
pg_stat_statements,calls,bigint,YES,
pg_stat_statements,total_exec_time,double precision,YES,
pg_stat_statements,min_exec_time,double precision,YES,
pg_stat_statements,max_exec_time,double precision,YES,
pg_stat_statements,mean_exec_time,double precision,YES,
pg_stat_statements,stddev_exec_time,double precision,YES,
pg_stat_statements,rows,bigint,YES,
pg_stat_statements,shared_blks_hit,bigint,YES,
pg_stat_statements,shared_blks_read,bigint,YES,
pg_stat_statements,shared_blks_dirtied,bigint,YES,
pg_stat_statements,shared_blks_written,bigint,YES,
pg_stat_statements,local_blks_hit,bigint,YES,
pg_stat_statements,local_blks_read,bigint,YES,
pg_stat_statements,local_blks_dirtied,bigint,YES,
pg_stat_statements,local_blks_written,bigint,YES,
pg_stat_statements,temp_blks_read,bigint,YES,
pg_stat_statements,temp_blks_written,bigint,YES,
pg_stat_statements,shared_blk_read_time,double precision,YES,
pg_stat_statements,shared_blk_write_time,double precision,YES,
pg_stat_statements,local_blk_read_time,double precision,YES,
pg_stat_statements,local_blk_write_time,double precision,YES,
pg_stat_statements,temp_blk_read_time,double precision,YES,
pg_stat_statements,temp_blk_write_time,double precision,YES,
pg_stat_statements,wal_records,bigint,YES,
pg_stat_statements,wal_fpi,bigint,YES,
pg_stat_statements,wal_bytes,numeric,YES,
pg_stat_statements,jit_functions,bigint,YES,
pg_stat_statements,jit_generation_time,double precision,YES,
pg_stat_statements,jit_inlining_count,bigint,YES,
pg_stat_statements,jit_inlining_time,double precision,YES,
pg_stat_statements,jit_optimization_count,bigint,YES,
pg_stat_statements,jit_optimization_time,double precision,YES,
pg_stat_statements,jit_emission_count,bigint,YES,
pg_stat_statements,jit_emission_time,double precision,YES,
pg_stat_statements,jit_deform_count,bigint,YES,
pg_stat_statements,jit_deform_time,double precision,YES,
pg_stat_statements,stats_since,timestamp with time zone,YES,
pg_stat_statements,minmax_stats_since,timestamp with time zone,YES,
pg_stat_statements_info,dealloc,bigint,YES,
pg_stat_statements_info,stats_reset,timestamp with time zone,YES,
role_permissions,id,integer,NO,nextval('role_permissions_id_seq'::regclass)
role_permissions,role,character varying,NO,
role_permissions,permission_id,integer,NO,
rules,name,character varying,NO,
rules,description,character varying,YES,
rules,id,integer,NO,nextval('rules_id_seq'::regclass)
rules,created_at,timestamp with time zone,YES,now()
